x1,x2,x3,y
9.94600815198022,1.61338168057675,0.860449324996562,1
17.4804392284765,4.70512282897139,1.96229496977544,1
28.7830973092727,9.80228903645257,2.69871965852134,1
52.4229506273257,13.0395072418084,2.68599729864617,1
59.1738829593461,8.12778733171793,1.62605929823787,1
38.9839405459079,1.37619704924777,0.448088780854145,1
28.3734819252211,0.884537681215383,0.34059809442299,1
26.3520050394479,1.96026458225181,0.45892247850637,1
25.133877158781,3.01504007635216,0.844325945355143,1
21.5170170699933,2.90885535906296,0.951031248762966,1
17.8964513428134,2.17092076519705,0.677820753135264,1
16.4715139754165,1.46423452612404,0.756065580507876,1
11.3415389356997,1.11992122243058,0.777393618502414,1
7.3851430668325,1.09735672997867,0.462431267417724,1
9.05657524931443,1.25803813945418,0.424796788722461,1
12.3977403171147,1.64135484062907,0.65621654153412,1
15.797106532854,2.01497738681531,0.721063895573305,1
15.7017683826127,1.58016017477605,0.602599112937102,1
9.25977848649133,0.916123355271593,0.477455011344166,1
4.31411167616633,0.746035879409333,0.441607374975305,1
11.5037091012688,1.34458219596975,0.584701963719014,1
26.1136193087688,2.69742901051974,0.721344138099251,1
30.5036320749493,3.39278676647175,0.703538696897427,1
32.4771734933488,7.18230782490834,1.34731734332036,1
113.291427500636,25.7973733078388,4.99025399915136,1
106.135813422843,16.9873705073434,4.80192655339755,1
83.7225881108486,7.35543927745132,3.77489113935756,1
88.3289541175383,4.04785583980145,3.38525562960403,1
82.8212331264093,2.38515884471206,2.19707428297348,1
63.2328305425425,2.57171844691708,1.02622528703627,1
45.8955059300851,2.76324450516053,0.688514917234576,1
32.3363027978605,3.07478272967064,1.2300192424017,1
26.8713739132636,4.27084575858932,2.60264856900839,1
7.56237775171142,2.24702344501339,0.877342096336402,1
14.8147529171311,2.58890213388193,1.83357988499131,1
37.3211765595532,3.15857567958952,2.28024535905388,1
51.7561012775827,2.94104965220634,1.59201171164121,1
44.8347315081486,2.73254410200331,1.29342901889518,1
34.7232369582119,3.7979629746823,1.2116503092717,1
26.1732195127544,4.95585912696197,1.52764559077473,1
22.5796453337311,5.18792946119215,2.97095566539147,1
25.8637118015221,5.63436798185144,2.81177981499669,1
52.2328178943669,5.76402373192281,2.20501075126288,1
62.4598014671493,4.96708244273205,2.47628749369918,1
79.9578334078364,4.6395510591148,2.60506056228557,1
111.48705633433,6.84644454331148,2.87198794723678,1
134.598455647315,11.1399125147688,3.40215672856444,1
135.018550812866,12.2048207544774,3.47553360598985,1
99.1619608792578,8.6807452839683,3.45089529231621,1
56.7796041151687,5.66995923232263,3.47047818531985,1
52.8648786686046,4.32926583392921,3.56485631247278,1
52.187373927124,2.82922501379603,3.35436927967757,1
35.8985099544916,2.33552689021138,2.36305381305515,1
20.2293791902176,2.81919588004574,2.08165893111228,1
20.1626662683801,2.7693353468683,2.26817652190409,1
24.8292736156101,3.17806942165666,2.11180633429958,1
34.9505861179146,3.91475475944569,2.21094485773301,1
34.832289698989,3.63893001676719,1.9164846699414,1
25.0645988475622,2.6354018963502,1.29445969874753,1
17.0736222215344,1.67066522792473,1.27173336591306,1
13.2825699360217,1.36247016085464,2.12937102779313,1
12.7960696569066,1.9177942720466,3.06112432349212,1
14.3678025312017,2.85445159156524,3.39648365692028,1
17.5665609441903,2.91138296814114,3.03921032376232,1
20.4152769698544,2.06216117184359,1.94124730374634,1
22.284215590953,1.74008391669993,1.10045563235096,1
17.3935826403065,2.48638373619404,1.51193701670672,1
13.6931002409803,2.87342526263351,1.90202836582077,1
7.47399144637441,3.27556595267593,2.30222102627374,1
5.89625714249606,2.58006635309505,1.86243755613215,1
7.31660843708101,1.54887087725915,1.20849751824285,1
11.1963197889568,1.55091650828199,0.822190582202386,1
15.2740224535469,2.11609470797693,0.946719094817409,1
18.2767200786623,1.87925058189243,0.87506189699154,1
17.537772833268,1.39830735099599,0.733153339800709,1
13.4705025394912,1.39061938977936,1.05827092024861,1
4.79017635991117,1.66956413447589,1.35353415799846,0
4.04938995014745,1.53615781202372,0.918847263188777,0
3.4697747405963,1.47469308828237,0.720005663431315,0
3.58666969867763,1.48688063292858,0.731988816422396,0
3.61749830802379,1.18291344746558,0.561404965702292,0
3.9606988825926,0.821665257960263,0.469102146922727,0
4.71922152723567,1.56473287025442,0.576774852084298,1
6.23730674653086,1.77119782499368,0.704600585044417,1
7.76535174546261,2.48513559906618,0.785241235248286,1
7.74541521177086,3.19141416866119,0.837918905981901,1
8.35672335389579,3.90692640151228,1.44649668787359,1
9.50434407068244,3.65219165572067,1.50509248013472,1
10.6503517189694,2.03751674019999,0.809974982056697,1
9.67452404287322,1.14124272173387,0.418850966628501,1
8.354953704176,0.927250664676629,0.295531006122621,0
8.24928736778479,0.646298306459414,0.247775781158393,0
8.00167124803812,0.393939376826075,0.201806114938533,0
7.95860562299659,0.374182738007979,0.241676045079481,0
10.711494447497,0.660681775764206,0.391199655576052,0
17.5298185405059,2.28229900886485,1.35521824826321,1
33.8866558906781,5.52254764316091,3.48687058746865,1
50.8754817745834,6.80213218876995,3.7668368492504,1
41.1952552024461,4.55936809085363,1.67480044454591,1
8.69491623965121,1.94180348909004,0.370889209497667,1
10.1316162846179,3.07955674601365,0.42846265007796,1
13.013763950596,4.39307169723006,0.518528008063723,1
15.3158089990229,3.60359952076394,0.468714240755728,1
14.4617531981651,1.59325230751979,0.390989219092061,1
